soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,87,0.0,554.8893936688451,26.556349186104043,0.0,0.0
C2003,86,0.0,1053.8965363437815,20.071067811865476,0.0,0.0
C2609,101,0.0,3842.1841251215715,472.0731598529185,0.0,0.0
C2803,104,0.0,2247.9352083112935,157.26702730475878,0.0,0.0
C5608,100,0.0,2397.4621202458748,199.99494936611666,0.0,0.0
C6405,103,0.0,1929.0113267570425,193.8528137423857,0.0,0.0
S1510,95,0.0,1576.1707063234767,120.32590180780453,0.0,0.0
S1919,95,0.0,1660.3717164502532,30.38477631085024,0.0,0.0
S2307,98,0.0,3014.1282092113565,392.81832585697947,0.0,0.0
S2403,98,0.0,2238.574818618083,139.78174593052023,0.0,0.0
S3117,105,0.0,3426.1698397716996,357.81832585697947,0.0,0.0
S3603,100,0.0,2077.3149339882602,153.02438661763952,0.0,0.0
